filename,num_points,peak_value,R0_posQuantscale,R0_num_points,R0_bytes,R0_bpp,R0_mseF      (p2point),"R0_mseF,PSNR (p2point)",R1_posQuantscale,R1_num_points,R1_bytes,R1_bpp,R1_mseF      (p2point),"R1_mseF,PSNR (p2point)",R2_posQuantscale,R2_num_points,R2_bytes,R2_bpp,R2_mseF      (p2point),"R2_mseF,PSNR (p2point)",R3_posQuantscale,R3_num_points,R3_bytes,R3_bpp,R3_mseF      (p2point),"R3_mseF,PSNR (p2point)",R4_posQuantscale,R4_num_points,R4_bytes,R4_bpp,R4_mseF      (p2point),"R4_mseF,PSNR (p2point)",R5_posQuantscale,R5_num_points,R5_bytes,R5_bpp,R5_mseF      (p2point),"R5_mseF,PSNR (p2point)",R6_posQuantscale,R6_num_points,R6_bytes,R6_bpp,R6_mseF      (p2point),"R6_mseF,PSNR (p2point)",R7_posQuantscale,R7_num_points,R7_bytes,R7_bpp,R7_mseF      (p2point),"R7_mseF,PSNR (p2point)",R8_posQuantscale,R8_num_points,R8_bytes,R8_bpp,R8_mseF      (p2point),"R8_mseF,PSNR (p2point)",R9_posQuantscale,R9_num_points,R9_bytes,R9_bpp,R9_mseF      (p2point),"R9_mseF,PSNR (p2point)"
../dataset/KITTI/dataset/sequences/11/velodyne/000010.bin,125480,93922,1.0,125480,304200,19.3943,0.0,inf,0.5,125480,256094,16.3273,1.50209,92.5467,0.25,125480,208578,13.2979,4.50983,87.772,0.125,125368,162411,10.3545,16.509,82.1364,0.0625,122583,117382,7.4837,64.4841,76.2191,0.03125,104863,74275,4.7354,256.636,70.2205,0.015625,72990,39649,2.5278,1030.78,64.182,0.0078125,40011,16809,1.0717,4059.04,58.2294,0.00390625,17316,6126,0.3906,16261.1,52.2021,0.001953125,6442,2110,0.1345,66484.1,46.0865
../dataset/KITTI/dataset/sequences/11/velodyne/000011.bin,125278,95245,1.0,125278,304170,19.4237,0.0,inf,0.5,125278,256326,16.3685,1.50038,92.5516,0.25,125278,208745,13.33,4.50802,87.7738,0.125,125149,162415,10.3715,16.4945,82.1403,0.0625,122135,117638,7.5121,64.5838,76.2124,0.03125,104323,74596,4.7635,255.81,70.2345,0.015625,72633,39374,2.5143,1026.31,64.2008,0.0078125,39622,16701,1.0665,4070.71,58.2169,0.00390625,17095,6047,0.3861,16476.6,52.145,0.001953125,6339,2112,0.1349,64731.0,46.2025
../dataset/KITTI/dataset/sequences/11/velodyne/000012.bin,125127,99053,1.0,125127,302925,19.3675,0.0,inf,0.5,125127,255006,16.3038,1.5004,92.5516,0.25,125127,207553,13.2699,4.5119,87.77,0.125,124984,161534,10.3277,16.5055,82.1373,0.0625,121974,116445,7.4449,64.591,76.2119,0.03125,103914,73388,4.6921,256.15,70.2287,0.015625,71708,38914,2.488,1024.24,64.2096,0.0078125,39212,16448,1.0516,4090.49,58.1959,0.00390625,16869,6005,0.3839,16325.4,52.185,0.001953125,6255,2077,0.1328,64577.8,46.2128
../dataset/KITTI/dataset/sequences/11/velodyne/000013.bin,125114,99352,1.0,125114,301903,19.3042,0.0,inf,0.5,125114,254080,16.2463,1.49915,92.5552,0.25,125114,206691,13.2162,4.49923,87.7822,0.125,124955,160340,10.2524,16.4965,82.1397,0.0625,121713,115385,7.3779,64.4416,76.222,0.03125,103270,72613,4.643,257.265,70.2098,0.015625,71208,38343,2.4517,1024.61,64.208,0.0078125,38663,16146,1.0324,4097.43,58.1885,0.00390625,16688,5804,0.3711,16612.9,52.1092,0.001953125,6062,1964,0.1256,65476.1,46.1528
../dataset/KITTI/dataset/sequences/11/velodyne/000014.bin,124842,100354,1.0,124842,300128,19.2325,0.0,inf,0.5,124842,252358,16.1714,1.50242,92.5457,0.25,124842,205169,13.1474,4.49821,87.7832,0.125,124653,159005,10.1892,16.4797,82.1441,0.0625,121309,114374,7.3292,64.6279,76.2094,0.03125,102399,71603,4.5884,254.741,70.2526,0.015625,70298,37676,2.4143,1031.77,64.1778,0.0078125,37824,15801,1.0125,4061.38,58.2269,0.00390625,16327,5691,0.3647,16332.5,52.1831,0.001953125,5955,1953,0.1252,64344.4,46.2285
../dataset/KITTI/dataset/sequences/11/velodyne/000015.bin,124580,101514,1.0,124580,298656,19.1784,0.0,inf,0.5,124580,250831,16.1073,1.50002,92.5527,0.25,124580,203798,13.087,4.51071,87.7712,0.125,124387,157991,10.1455,16.476,82.1451,0.0625,120770,113234,7.2714,64.3741,76.2265,0.03125,101581,70824,4.548,256.823,70.2173,0.015625,69336,36872,2.3678,1017.59,64.2379,0.0078125,37307,15514,0.9962,4082.51,58.2044,0.00390625,16047,5552,0.3565,16719.6,52.0814,0.001953125,5814,1931,0.124,65990.0,46.1189
../dataset/KITTI/dataset/sequences/11/velodyne/000016.bin,124289,101533,1.0,124289,297724,19.1633,0.0,inf,0.5,124289,250152,16.1013,1.50226,92.5462,0.25,124289,203173,13.0775,4.49805,87.7834,0.125,124097,157394,10.1308,16.55,82.1257,0.0625,120517,112699,7.254,64.457,76.2209,0.03125,101191,70097,4.5119,256.467,70.2233,0.015625,68805,36438,2.3454,1023.65,64.2121,0.0078125,36773,15202,0.9785,4142.3,58.1412,0.00390625,15757,5440,0.3502,16292.7,52.1937,0.001953125,5846,1950,0.1255,64351.9,46.228
../dataset/KITTI/dataset/sequences/11/velodyne/000017.bin,123852,105845,1.0,123852,296602,19.1585,0.0,inf,0.5,123852,249099,16.0901,1.49712,92.5611,0.25,123849,202228,13.0626,4.50012,87.7814,0.125,123624,156792,10.1277,16.4818,82.1436,0.0625,120002,112355,7.2574,64.5207,76.2166,0.03125,100453,69475,4.4876,256.944,70.2153,0.015625,67999,35942,2.3216,1018.67,64.2333,0.0078125,36407,15133,0.9775,4140.65,58.143,0.00390625,15671,5483,0.3542,16350.5,52.1783,0.001953125,5743,1964,0.1269,64475.6,46.2197
../dataset/KITTI/dataset/sequences/11/velodyne/000018.bin,123692,106578,1.0,123692,296527,19.1784,0.0,inf,0.5,123692,249184,16.1164,1.49632,92.5634,0.25,123691,202435,13.0928,4.50308,87.7785,0.125,123515,156925,10.1494,16.5218,82.1331,0.0625,119971,112179,7.2554,64.6701,76.2066,0.03125,100272,69394,4.4882,255.804,70.2346,0.015625,67420,35595,2.3022,1028.41,64.192,0.0078125,35968,15112,0.9774,4106.15,58.1793,0.00390625,15651,5631,0.3642,16591.1,52.1149,0.001953125,5772,2032,0.1314,64536.1,46.2156
../dataset/KITTI/dataset/sequences/11/velodyne/000019.bin,123758,108942,1.0,123758,296533,19.1686,0.0,inf,0.5,123758,249454,16.1253,1.5036,92.5423,0.25,123757,202730,13.1049,4.48998,87.7912,0.125,123578,157138,10.1578,16.5123,82.1356,0.0625,120025,112296,7.2591,64.6979,76.2047,0.03125,100238,69074,4.4651,256.236,70.2272,0.015625,66916,35456,2.292,1023.26,64.2138,0.0078125,35547,15123,0.9776,4126.74,58.1576,0.00390625,15554,5700,0.3685,16356.1,52.1768,0.001953125,5811,2013,0.1301,65348.9,46.1613
../dataset/KITTI/dataset/sequences/11/velodyne/000020.bin,124058,109499,1.0,124058,296738,19.1354,0.0,inf,0.5,124058,249392,16.0823,1.49734,92.5604,0.25,124058,202618,13.066,4.49919,87.7823,0.125,123879,157183,10.1361,16.4748,82.1455,0.0625,120078,112203,7.2355,64.665,76.2069,0.03125,99947,68597,4.4235,258.139,70.1951,0.015625,66595,35115,2.2644,1025.73,64.2033,0.0078125,35267,15111,0.9744,4104.97,58.1805,0.00390625,15525,5688,0.3668,16468.9,52.147,0.001953125,5847,2086,0.1345,66440.2,46.0893
../dataset/KITTI/dataset/sequences/11/velodyne/000021.bin,124396,126698,1.0,124396,297621,19.1402,0.0,inf,0.5,124396,250156,16.0877,1.49895,92.5558,0.25,124395,203107,13.062,4.50274,87.7789,0.125,124165,157435,10.1248,16.5584,82.1234,0.0625,120272,112364,7.2262,64.6831,76.2057,0.03125,99615,68820,4.4259,257.598,70.2042,0.015625,66092,35256,2.2673,1018.65,64.2334,0.0078125,35379,15188,0.9768,4060.5,58.2278,0.00390625,15562,5723,0.3681,16052.3,52.2583,0.001953125,5916,2085,0.1341,64579.6,46.2127
../dataset/KITTI/dataset/sequences/11/velodyne/000022.bin,124704,126183,1.0,124704,297814,19.1053,0.0,inf,0.5,124704,250161,16.0483,1.49897,92.5557,0.25,124698,203183,13.0346,4.48127,87.7996,0.125,124369,157313,10.0919,16.5928,82.1144,0.0625,119952,111778,7.1708,64.4462,76.2217,0.03125,98935,68361,4.3855,256.847,70.2169,0.015625,65887,35465,2.2751,1030.59,64.1828,0.0078125,35445,15460,0.9918,4113.65,58.1714,0.00390625,15819,5830,0.374,16669.2,52.0945,0.001953125,5878,2091,0.1341,64923.3,46.1896
../dataset/KITTI/dataset/sequences/11/velodyne/000023.bin,125136,125471,1.0,125136,297259,19.0039,0.0,inf,0.5,125136,249573,15.9553,1.50033,92.5518,0.25,125125,202589,12.9516,4.48649,87.7946,0.125,124645,156476,10.0036,16.484,82.143,0.0625,119248,110519,7.0655,64.5785,76.2128,0.03125,97454,67378,4.3075,257.826,70.2004,0.015625,64689,34736,2.2207,1025.97,64.2023,0.0078125,34918,15000,0.959,4089.22,58.1972,0.00390625,15389,5520,0.3529,16628.8,52.105,0.001953125,5843,2003,0.1281,65587.2,46.1454
../dataset/KITTI/dataset/sequences/11/velodyne/000024.bin,125646,129340,1.0,125646,297821,18.9625,0.0,inf,0.5,125646,249840,15.9075,1.50116,92.5494,0.25,125614,202457,12.8906,4.48437,87.7966,0.125,124876,156028,9.9345,16.4939,82.1404,0.0625,118522,110056,7.0074,64.4607,76.2207,0.03125,96726,67170,4.2768,256.2,70.2279,0.015625,64707,34610,2.2037,1024.86,64.207,0.0078125,34693,14731,0.9379,4069.05,58.2187,0.00390625,15047,5429,0.3457,16178.7,52.2242,0.001953125,5755,1954,0.1244,67054.6,46.0494
../dataset/KITTI/dataset/sequences/11/velodyne/000025.bin,125638,128531,1.0,125638,297490,18.9427,0.0,inf,0.5,125638,249402,15.8807,1.50372,92.542,0.25,125595,201970,12.8604,4.48266,87.7983,0.125,124716,155481,9.9003,16.4775,82.1447,0.0625,118046,109578,6.9774,64.323,76.23,0.03125,96831,67517,4.2991,258.03,70.1969,0.015625,65292,34445,2.1933,1028.14,64.1931,0.0078125,34781,14437,0.9193,4052.18,58.2368,0.00390625,14911,5233,0.3332,16246.2,52.2061,0.001953125,5496,1821,0.116,65728.7,46.1361
../dataset/KITTI/dataset/sequences/11/velodyne/000026.bin,125818,133404,1.0,125818,300427,19.1023,0.0,inf,0.5,125818,252317,16.0433,1.50129,92.549,0.25,125783,204733,13.0177,4.48795,87.7932,0.125,125083,158168,10.0569,16.4605,82.1492,0.0625,119353,112364,7.1445,64.3645,76.2272,0.03125,98761,69000,4.3873,256.331,70.2256,0.015625,66670,34978,2.224,1027.71,64.195,0.0078125,35087,14483,0.9209,4119.75,58.1649,0.00390625,15112,5253,0.334,16285.4,52.1957,0.001953125,5530,1851,0.1177,67193.2,46.0404
../dataset/KITTI/dataset/sequences/11/velodyne/000027.bin,125680,131977,1.0,125680,304159,19.3609,0.0,inf,0.5,125680,255948,16.292,1.50774,92.5304,0.25,125667,208462,13.2694,4.50045,87.7811,0.125,125296,161777,10.2977,16.4525,82.1513,0.0625,121034,115685,7.3638,64.7779,76.1994,0.03125,101431,71173,4.5304,254.721,70.253,0.015625,68404,35962,2.2891,1022.66,64.2163,0.0078125,36070,15041,0.9574,4121.73,58.1628,0.00390625,15514,5460,0.3475,16672.4,52.0937,0.001953125,5702,1949,0.1241,66106.2,46.1112
../dataset/KITTI/dataset/sequences/11/velodyne/000028.bin,125574,118489,1.0,125574,306106,19.5012,0.0,inf,0.5,125574,257967,16.4344,1.50007,92.5525,0.25,125571,210237,13.3937,4.49158,87.7896,0.125,125410,163586,10.4216,16.5032,82.1379,0.0625,122262,117529,7.4875,64.4242,76.2231,0.03125,104147,72759,4.6353,258.301,70.1924,0.015625,70405,36067,2.2977,1024.87,64.207,0.0078125,36213,14496,0.9235,4015.3,58.2765,0.00390625,15278,5063,0.3226,16971.7,52.0164,0.001953125,5447,1695,0.108,66276.1,46.1001
../dataset/KITTI/dataset/sequences/11/velodyne/000029.bin,125578,112344,1.0,125578,307384,19.582,0.0,inf,0.5,125578,259289,16.5181,1.49707,92.5612,0.25,125577,211621,13.4814,4.51295,87.769,0.125,125473,165329,10.5324,16.4812,82.1437,0.0625,122889,119287,7.5992,64.4608,76.2207,0.03125,105591,73975,4.7126,254.418,70.2581,0.015625,71808,36456,2.3224,1022.91,64.2153,0.0078125,37023,14252,0.9079,4178.84,58.1031,0.00390625,14838,4749,0.3025,16162.7,52.2285,0.001953125,5224,1612,0.1027,66240.6,46.1024
../dataset/KITTI/dataset/sequences/11/velodyne/000030.bin,125631,117240,1.0,125631,308879,19.669,0.0,inf,0.5,125631,260764,16.6051,1.50379,92.5418,0.25,125630,213125,13.5715,4.48522,87.7958,0.125,125530,166412,10.5969,16.5508,82.1254,0.0625,123230,120467,7.6712,64.4527,76.2212,0.03125,106598,75108,4.7828,254.757,70.2524,0.015625,73220,37123,2.3639,1033.22,64.1717,0.0078125,37278,14059,0.8953,4079.88,58.2072,0.00390625,14790,4665,0.2971,15590.3,52.3851,0.001953125,5192,1560,0.0993,65827.2,46.1296
../dataset/KITTI/dataset/sequences/11/velodyne/000031.bin,125715,116752,1.0,125715,310363,19.7503,0.0,inf,0.5,125715,262127,16.6807,1.50516,92.5378,0.25,125715,214312,13.638,4.49678,87.7846,0.125,125610,167456,10.6562,16.4496,82.1521,0.0625,123418,121613,7.739,64.4092,76.2242,0.03125,107511,76260,4.8529,256.211,70.2277,0.015625,74435,37657,2.3963,1025.41,64.2047,0.0078125,37940,14278,0.9086,3997.77,58.2955,0.00390625,15000,4659,0.2965,16007.2,52.2705,0.001953125,5193,1550,0.0986,67026.0,46.0512
../dataset/KITTI/dataset/sequences/11/velodyne/000032.bin,125761,116494,1.0,125761,312111,19.8542,0.0,inf,0.5,125761,263791,16.7805,1.49895,92.5558,0.25,125759,215841,13.7302,4.50765,87.7741,0.125,125660,169189,10.7626,16.4958,82.1399,0.0625,123472,123022,7.8258,64.4384,76.2222,0.03125,107825,77550,4.9332,255.324,70.2427,0.015625,75721,38676,2.4603,1026.38,64.2006,0.0078125,39067,14721,0.9364,4075.38,58.212,0.00390625,15313,4770,0.3034,15869.6,52.308,0.001953125,5193,1563,0.0994,66090.5,46.1122
../dataset/KITTI/dataset/sequences/11/velodyne/000033.bin,125636,108757,1.0,125636,312037,19.8693,0.0,inf,0.5,125636,263854,16.8012,1.49976,92.5534,0.25,125636,215934,13.7498,4.49069,87.7905,0.125,125532,169217,10.7751,16.4972,82.1395,0.0625,123398,123473,7.8623,64.4478,76.2216,0.03125,107886,78408,4.9927,257.556,70.2049,0.015625,75916,39151,2.493,1015.89,64.2452,0.0078125,39609,14905,0.9491,4127.11,58.1572,0.00390625,15648,4820,0.3069,16281.6,52.1967,0.001953125,5273,1582,0.1007,68069.5,45.9841
../dataset/KITTI/dataset/sequences/11/velodyne/000034.bin,125638,105668,1.0,125638,311658,19.8448,0.0,inf,0.5,125638,263514,16.7793,1.50169,92.5478,0.25,125635,215744,13.7375,4.50524,87.7765,0.125,125519,168748,10.745,16.4614,82.149,0.0625,123125,122716,7.8139,64.5255,76.2163,0.03125,107460,77859,4.9577,255.463,70.2404,0.015625,75991,39209,2.4966,1021.42,64.2216,0.0078125,39311,14706,0.9364,4113.28,58.1718,0.00390625,15830,4757,0.3029,16284.9,52.1958,0.001953125,5198,1543,0.0983,65469.0,46.1533
../dataset/KITTI/dataset/sequences/11/velodyne/000035.bin,126118,104417,1.0,126118,312641,19.8316,0.0,inf,0.5,126118,264303,16.7654,1.50153,92.5483,0.25,126110,216361,13.7244,4.49612,87.7853,0.125,125948,169262,10.7367,16.5367,82.1291,0.0625,123249,123024,7.8037,64.3148,76.2305,0.03125,107749,78387,4.9723,257.026,70.2139,0.015625,76119,39547,2.5086,1020.72,64.2246,0.0078125,39611,14971,0.9497,4149.57,58.1336,0.00390625,16084,4801,0.3045,16990.5,52.0116,0.001953125,5257,1541,0.0977,65780.7,46.1327
../dataset/KITTI/dataset/sequences/11/velodyne/000036.bin,126016,114035,1.0,126016,312582,19.844,0.0,inf,0.5,126015,264182,16.7713,1.5017,92.5478,0.25,126002,216109,13.7195,4.50462,87.7771,0.125,125746,168973,10.7271,16.4948,82.1402,0.0625,122783,122676,7.788,64.3534,76.2279,0.03125,107143,77995,4.9514,256.338,70.2255,0.015625,76201,39504,2.5079,1024.11,64.2102,0.0078125,39842,14891,0.9453,4102.77,58.1829,0.00390625,15907,4780,0.3035,16675.4,52.0929,0.001953125,5247,1568,0.0995,61943.5,46.3937
../dataset/KITTI/dataset/sequences/11/velodyne/000037.bin,126068,110047,1.0,126068,313264,19.879,0.0,inf,0.5,126068,265103,16.8229,1.49687,92.5618,0.25,126063,217045,13.7732,4.50062,87.7809,0.125,125824,169976,10.7863,16.5684,82.1208,0.0625,122770,123435,7.8329,64.3959,76.2251,0.03125,107261,78710,4.9948,256.247,70.227,0.015625,76419,40099,2.5446,1027.87,64.1943,0.0078125,40374,15258,0.9682,4103.43,58.1822,0.00390625,16206,4910,0.3116,16688.5,52.0895,0.001953125,5381,1548,0.0982,67073.0,46.0482
../dataset/KITTI/dataset/sequences/11/velodyne/000038.bin,125730,109389,1.0,125730,313362,19.9387,0.0,inf,0.5,125730,265028,16.8633,1.50551,92.5368,0.25,125727,217245,13.823,4.49579,87.7856,0.125,125518,170266,10.8338,16.4737,82.1457,0.0625,122544,123993,7.8895,64.6554,76.2076,0.03125,107363,79250,5.0426,255.753,70.2354,0.015625,76791,40675,2.5881,1024.19,64.2098,0.0078125,40772,15405,0.9802,4112.85,58.1722,0.00390625,16248,4844,0.3082,16366.6,52.1741,0.001953125,5373,1576,0.1003,63129.6,46.3113
../dataset/KITTI/dataset/sequences/11/velodyne/000039.bin,125542,110967,1.0,125542,313850,19.9997,0.0,inf,0.5,125542,265848,16.9408,1.49814,92.5581,0.25,125541,217851,13.8823,4.50329,87.7783,0.125,125358,171160,10.9069,16.5105,82.136,0.0625,122339,124750,7.9495,64.4712,76.22,0.03125,107361,80073,5.1025,256.481,70.2231,0.015625,77487,41294,2.6314,1026.14,64.2016,0.0078125,41426,15586,0.9932,4071.33,58.2163,0.00390625,16412,4950,0.3154,15879.9,52.3051,0.001953125,5560,1637,0.1043,67972.1,45.9903
../dataset/KITTI/dataset/sequences/11/velodyne/000040.bin,125609,110736,1.0,125609,315313,20.0822,0.0,inf,0.5,125609,266897,16.9986,1.49989,92.553,0.25,125609,219018,13.9492,4.50888,87.7729,0.125,125440,171896,10.948,16.4955,82.14,0.0625,122378,125566,7.9973,64.5365,76.2156,0.03125,107713,80827,5.1478,257.69,70.2027,0.015625,77760,41968,2.6729,1023.63,64.2122,0.0078125,41978,16028,1.0208,4110.6,58.1746,0.00390625,16702,5068,0.3228,15795.0,52.3284,0.001953125,5564,1655,0.1054,64844.4,46.1949
../dataset/KITTI/dataset/sequences/11/velodyne/000041.bin,125321,111264,1.0,125321,315088,20.114,0.0,inf,0.5,125321,266964,17.0419,1.50253,92.5454,0.25,125321,219054,13.9835,4.4936,87.7877,0.125,125150,172093,10.9857,16.5169,82.1343,0.0625,122172,125730,8.0261,64.3916,76.2253,0.03125,107751,80979,5.1694,257.775,70.2012,0.015625,77987,42208,2.6944,1023.93,64.2109,0.0078125,42200,16167,1.032,4067.63,58.2202,0.00390625,16999,5235,0.3342,16011.4,52.2693,0.001953125,5724,1748,0.1116,66386.1,46.0929
../dataset/KITTI/dataset/sequences/11/velodyne/000042.bin,125010,110988,1.0,125010,315401,20.184,0.0,inf,0.5,125010,267422,17.1136,1.49884,92.5561,0.25,125010,219628,14.0551,4.50462,87.7771,0.125,124853,172914,11.0656,16.5216,82.1331,0.0625,122101,126614,8.1026,64.2467,76.2351,0.03125,107833,81538,5.218,259.003,70.1806,0.015625,78283,42762,2.7365,1025.0,64.2064,0.0078125,42737,16359,1.0469,4105.6,58.1799,0.00390625,16891,5195,0.3325,16521.9,52.133,0.001953125,5823,1736,0.1111,66770.9,46.0678
