filename,num_points,peak_value,R0_posQuantscale,R0_num_points,R0_bytes,R0_bpp,R0_mseF      (p2point),"R0_mseF,PSNR (p2point)",R1_posQuantscale,R1_num_points,R1_bytes,R1_bpp,R1_mseF      (p2point),"R1_mseF,PSNR (p2point)",R2_posQuantscale,R2_num_points,R2_bytes,R2_bpp,R2_mseF      (p2point),"R2_mseF,PSNR (p2point)",R3_posQuantscale,R3_num_points,R3_bytes,R3_bpp,R3_mseF      (p2point),"R3_mseF,PSNR (p2point)",R4_posQuantscale,R4_num_points,R4_bytes,R4_bpp,R4_mseF      (p2point),"R4_mseF,PSNR (p2point)",R5_posQuantscale,R5_num_points,R5_bytes,R5_bpp,R5_mseF      (p2point),"R5_mseF,PSNR (p2point)",R6_posQuantscale,R6_num_points,R6_bytes,R6_bpp,R6_mseF      (p2point),"R6_mseF,PSNR (p2point)",R7_posQuantscale,R7_num_points,R7_bytes,R7_bpp,R7_mseF      (p2point),"R7_mseF,PSNR (p2point)",R8_posQuantscale,R8_num_points,R8_bytes,R8_bpp,R8_mseF      (p2point),"R8_mseF,PSNR (p2point)",R9_posQuantscale,R9_num_points,R9_bytes,R9_bpp,R9_mseF      (p2point),"R9_mseF,PSNR (p2point)"
../dataset/KITTI/dataset/sequences/12/velodyne/000010.bin,112018,160450,1.0,112018,303805,21.6969,0.0,inf,0.5,112018,260501,18.6042,1.49813,92.5582,0.25,112017,217435,15.5286,4.49507,87.7863,0.125,111979,175077,12.5035,16.4989,82.1391,0.0625,110711,133919,9.5641,64.4377,76.2222,0.03125,101348,95040,6.7875,256.903,70.2159,0.015625,82430,61869,4.4185,1023.51,64.2127,0.0078125,59576,35815,2.5578,4149.19,58.134,0.00390625,36622,17360,1.2398,16190.3,52.2211,0.001953125,18695,7143,0.5101,70167.4,45.8523
../dataset/KITTI/dataset/sequences/12/velodyne/000011.bin,111552,160072,1.0,111552,303068,21.7347,0.0,inf,0.5,111552,259974,18.6441,1.49706,92.5612,0.25,111552,217161,15.5738,4.51072,87.7712,0.125,111514,175048,12.5536,16.4719,82.1462,0.0625,110342,134096,9.6168,64.4285,76.2229,0.03125,101072,95142,6.8231,257.384,70.2078,0.015625,82317,62001,4.4464,1031.69,64.1782,0.0078125,59430,35914,2.5756,4051.78,58.2372,0.00390625,36685,17509,1.2557,16036.9,52.2624,0.001953125,18905,7192,0.5158,70658.9,45.822
../dataset/KITTI/dataset/sequences/12/velodyne/000012.bin,111215,159809,1.0,111215,303067,21.8004,0.0,inf,0.5,111215,260334,18.7265,1.49648,92.5629,0.25,111215,217587,15.6516,4.49946,87.782,0.125,111177,175635,12.6339,16.5159,82.1346,0.0625,109995,134608,9.6827,64.2847,76.2326,0.03125,100941,95343,6.8583,256.485,70.223,0.015625,82585,62170,4.4721,1028.44,64.1918,0.0078125,59656,36155,2.6007,4068.23,58.2196,0.00390625,37193,17799,1.2803,17204.0,51.9574,0.001953125,18801,7206,0.5183,61614.6,46.4168
../dataset/KITTI/dataset/sequences/12/velodyne/000013.bin,110764,159095,1.0,110764,302719,21.8641,0.0,inf,0.5,110764,260031,18.7809,1.50098,92.5499,0.25,110764,217442,15.7049,4.50044,87.7811,0.125,110729,175646,12.6861,16.5124,82.1355,0.0625,109645,134865,9.7407,64.5771,76.2129,0.03125,101024,95803,6.9194,256.862,70.2166,0.015625,82736,62198,4.4923,1025.31,64.2051,0.0078125,59908,36294,2.6214,4138.49,58.1452,0.00390625,37231,17783,1.2844,16221.1,52.2128,0.001953125,18986,7249,0.5236,63306.8,46.2991
../dataset/KITTI/dataset/sequences/12/velodyne/000014.bin,110693,159218,1.0,110693,303372,21.9253,0.0,inf,0.5,110693,260851,18.8522,1.49595,92.5645,0.25,110693,218345,15.7802,4.50304,87.7786,0.125,110659,176339,12.7444,16.5116,82.1357,0.0625,109582,135616,9.8012,64.5236,76.2164,0.03125,101059,96109,6.946,255.093,70.2466,0.015625,82958,62754,4.5354,1031.98,64.1769,0.0078125,60159,36618,2.6465,4087.53,58.199,0.00390625,37454,17946,1.297,16436.6,52.1555,0.001953125,19209,7297,0.5274,64286.8,46.2324
../dataset/KITTI/dataset/sequences/12/velodyne/000015.bin,110449,160336,1.0,110449,303697,21.9973,0.0,inf,0.5,110449,261153,18.9157,1.50316,92.5436,0.25,110449,218697,15.8406,4.49883,87.7826,0.125,110405,176929,12.8153,16.4558,82.1505,0.0625,109339,136080,9.8565,64.419,76.2235,0.03125,101116,96823,7.013,257.985,70.1977,0.015625,82840,62948,4.5594,1019.77,64.2286,0.0078125,60594,37011,2.6808,4121.62,58.163,0.00390625,37828,18229,1.3204,16651.0,52.0992,0.001953125,19506,7357,0.5329,64563.7,46.2138
../dataset/KITTI/dataset/sequences/12/velodyne/000016.bin,110431,160076,1.0,110431,304307,22.045,0.0,inf,0.5,110431,261768,18.9634,1.49957,92.554,0.25,110431,219389,15.8933,4.49978,87.7817,0.125,110388,177435,12.854,16.5005,82.1387,0.0625,109298,136488,9.8877,64.2726,76.2334,0.03125,100865,97281,7.0474,256.426,70.224,0.015625,83174,63451,4.5966,1020.52,64.2254,0.0078125,60740,37239,2.6977,4075.39,58.212,0.00390625,38324,18498,1.3401,16120.2,52.2399,0.001953125,19926,7533,0.5457,66019.2,46.1169
../dataset/KITTI/dataset/sequences/12/velodyne/000017.bin,110484,159051,1.0,110484,305182,22.0978,0.0,inf,0.5,110484,262635,19.0171,1.50357,92.5424,0.25,110484,220099,15.9371,4.50458,87.7771,0.125,110447,178340,12.9134,16.4886,82.1418,0.0625,109355,137511,9.957,64.6383,76.2087,0.03125,101070,97728,7.0764,256.427,70.224,0.015625,83373,63899,4.6268,1022.59,64.2166,0.0078125,61270,37618,2.7239,4123.6,58.1609,0.00390625,38680,18702,1.3542,16426.8,52.1581,0.001953125,19941,7448,0.5393,65002.9,46.1843
../dataset/KITTI/dataset/sequences/12/velodyne/000018.bin,110269,160953,1.0,110269,305445,22.16,0.0,inf,0.5,110269,262864,19.0707,1.50071,92.5507,0.25,110269,220623,16.0062,4.49633,87.785,0.125,110236,178776,12.9702,16.5154,82.1347,0.0625,109183,137779,9.9958,64.4248,76.2231,0.03125,100938,98092,7.1166,255.392,70.2416,0.015625,83468,64242,4.6607,1024.8,64.2073,0.0078125,61202,37773,2.7404,4181.82,58.1,0.00390625,38880,18797,1.3637,16245.8,52.2062,0.001953125,20023,7542,0.5472,64680.1,46.2059
../dataset/KITTI/dataset/sequences/12/velodyne/000019.bin,109692,160240,1.0,109692,304302,22.1932,0.0,inf,0.5,109692,261933,19.1032,1.49738,92.5603,0.25,109692,219749,16.0266,4.50818,87.7736,0.125,109658,178040,12.9847,16.4987,82.1391,0.0625,108608,137155,10.0029,64.3756,76.2264,0.03125,100364,97918,7.1413,255.905,70.2328,0.015625,83172,64272,4.6875,1024.19,64.2098,0.0078125,61145,37586,2.7412,4088.74,58.1977,0.00390625,38620,18764,1.3685,16145.8,52.233,0.001953125,19994,7575,0.5525,65577.0,46.1461
../dataset/KITTI/dataset/sequences/12/velodyne/000020.bin,109242,159634,1.0,109242,303292,22.2107,0.0,inf,0.5,109242,261159,19.1252,1.49649,92.5629,0.25,109242,219085,16.044,4.50003,87.7815,0.125,109194,177661,13.0105,16.5115,82.1358,0.0625,108151,136962,10.03,64.2915,76.2321,0.03125,100024,98014,7.1778,258.266,70.193,0.015625,82666,64115,4.6953,1026.01,64.2021,0.0078125,61096,37650,2.7572,4125.71,58.1587,0.00390625,38729,18751,1.3732,16081.7,52.2503,0.001953125,20093,7609,0.5572,68433.6,45.9609
../dataset/KITTI/dataset/sequences/12/velodyne/000021.bin,108737,159120,1.0,108737,301683,22.1954,0.0,inf,0.5,108737,259878,19.1197,1.50327,92.5433,0.25,108737,218144,16.0493,4.49037,87.7908,0.125,108699,176731,13.0025,16.5178,82.1341,0.0625,107628,136278,10.0262,64.4966,76.2183,0.03125,99553,97358,7.1628,256.493,70.2229,0.015625,82468,63797,4.6937,1023.99,64.2107,0.0078125,60838,37490,2.7582,4069.66,58.2181,0.00390625,38555,18630,1.3706,16958.2,52.0198,0.001953125,19803,7459,0.5488,67774.9,46.0029
../dataset/KITTI/dataset/sequences/12/velodyne/000022.bin,108450,160362,1.0,108450,301502,22.2408,0.0,inf,0.5,108450,259754,19.1612,1.49912,92.5553,0.25,108450,218142,16.0916,4.49793,87.7835,0.125,108411,176864,13.0467,16.474,82.1457,0.0625,107399,136713,10.0849,64.7925,76.1984,0.03125,99364,97729,7.2091,256.879,70.2164,0.015625,82438,64074,4.7265,1021.47,64.2214,0.0078125,60862,37634,2.7761,4110.83,58.1743,0.00390625,38484,18762,1.384,16795.6,52.0617,0.001953125,19921,7599,0.5606,68242.4,45.9731
../dataset/KITTI/dataset/sequences/12/velodyne/000023.bin,108405,159870,1.0,108405,301646,22.2607,0.0,inf,0.5,108405,259817,19.1738,1.49818,92.558,0.25,108405,218158,16.0995,4.49191,87.7893,0.125,108360,177045,13.0654,16.4703,82.1466,0.0625,107314,136802,10.0956,64.4923,76.2186,0.03125,99186,97949,7.2284,255.708,70.2362,0.015625,82332,64466,4.7574,1025.6,64.2039,0.0078125,60877,37890,2.7962,4083.33,58.2035,0.00390625,38751,18820,1.3889,16813.9,52.057,0.001953125,20050,7747,0.5717,67438.8,46.0245
../dataset/KITTI/dataset/sequences/12/velodyne/000024.bin,108296,160493,1.0,108296,302102,22.3168,0.0,inf,0.5,108296,260405,19.2365,1.50066,92.5508,0.25,108296,218702,16.1559,4.49633,87.785,0.125,108262,177629,13.1217,16.4349,82.156,0.0625,107222,137314,10.1436,64.5824,76.2125,0.03125,99227,98305,7.2619,255.652,70.2372,0.015625,82315,64782,4.7856,1023.76,64.2117,0.0078125,60899,38197,2.8217,4086.84,58.1998,0.00390625,38909,18998,1.4034,16890.1,52.0373,0.001953125,20187,7772,0.5741,66442.9,46.0892
../dataset/KITTI/dataset/sequences/12/velodyne/000025.bin,108361,160769,1.0,108361,302408,22.326,0.0,inf,0.5,108361,260657,19.2436,1.49795,92.5587,0.25,108361,218928,16.1629,4.50589,87.7758,0.125,108322,177800,13.1265,16.5275,82.1316,0.0625,107309,137501,10.1513,64.3203,76.2302,0.03125,99251,98458,7.2689,255.975,70.2317,0.015625,82382,65110,4.8069,1025.32,64.205,0.0078125,61342,38494,2.8419,4082.91,58.2039,0.00390625,39093,19219,1.4189,16978.2,52.0147,0.001953125,20446,7916,0.5844,65803.0,46.1312
../dataset/KITTI/dataset/sequences/12/velodyne/000026.bin,108411,159100,1.0,108411,302713,22.3382,0.0,inf,0.5,108411,260957,19.2569,1.50383,92.5416,0.25,108411,219268,16.1805,4.48445,87.7965,0.125,108373,177962,13.1324,16.5245,82.1324,0.0625,107362,137632,10.1563,64.3183,76.2303,0.03125,99110,98812,7.2917,256.976,70.2147,0.015625,82421,65157,4.8081,1021.09,64.223,0.0078125,61330,38632,2.8508,4099.99,58.1858,0.00390625,39301,19322,1.4258,16358.0,52.1763,0.001953125,20536,7937,0.5857,66953.8,46.0559
../dataset/KITTI/dataset/sequences/12/velodyne/000027.bin,108492,159837,1.0,108492,303870,22.4068,0.0,inf,0.5,108492,261909,19.3127,1.49561,92.5655,0.25,108492,220212,16.238,4.50818,87.7736,0.125,108466,178923,13.1935,16.5114,82.1358,0.0625,107429,138566,10.2176,64.4718,76.2199,0.03125,99460,99679,7.3501,257.14,70.2119,0.015625,82792,65933,4.8618,1027.27,64.1968,0.0078125,61578,38948,2.872,4089.21,58.1972,0.00390625,39477,19629,1.4474,16281.8,52.1966,0.001953125,20632,8032,0.5923,65676.8,46.1395
../dataset/KITTI/dataset/sequences/12/velodyne/000028.bin,108652,159334,1.0,108652,304428,22.4149,0.0,inf,0.5,108652,262557,19.332,1.50169,92.5478,0.25,108652,220877,16.2631,4.5109,87.771,0.125,108599,179608,13.2245,16.4326,82.1566,0.0625,107561,139157,10.2461,64.6637,76.207,0.03125,99623,100245,7.381,255.591,70.2382,0.015625,83113,66487,4.8954,1028.12,64.1932,0.0078125,62078,39444,2.9042,4100.13,58.1857,0.00390625,39846,19887,1.4643,15953.4,52.2851,0.001953125,20947,8126,0.5983,66696.2,46.0726
../dataset/KITTI/dataset/sequences/12/velodyne/000029.bin,108648,157270,1.0,108648,304894,22.45,0.0,inf,0.5,108648,263041,19.3683,1.49855,92.5569,0.25,108648,221217,16.2887,4.50042,87.7811,0.125,108614,179989,13.253,16.4934,82.1405,0.0625,107543,139579,10.2775,64.4997,76.2181,0.03125,99674,100361,7.3898,256.028,70.2308,0.015625,83160,66558,4.9008,1023.64,64.2122,0.0078125,62312,39588,2.915,4073.51,58.2139,0.00390625,40150,20106,1.4805,17104.3,51.9826,0.001953125,21067,8182,0.6025,63663.9,46.2747
../dataset/KITTI/dataset/sequences/12/velodyne/000030.bin,108538,159194,1.0,108538,304656,22.4553,0.0,inf,0.5,108538,262914,19.3786,1.49313,92.5727,0.25,108538,221181,16.3026,4.5171,87.765,0.125,108508,179974,13.2653,16.5154,82.1347,0.0625,107492,139531,10.2844,64.4706,76.22,0.03125,99542,100476,7.4058,256.139,70.2289,0.015625,83163,66736,4.9189,1024.15,64.21,0.0078125,62189,39708,2.9268,4108.84,58.1764,0.00390625,40327,20285,1.4951,17019.4,52.0042,0.001953125,21176,8264,0.6091,62714.9,46.3399
../dataset/KITTI/dataset/sequences/12/velodyne/000031.bin,108491,159352,1.0,108491,304313,22.4397,0.0,inf,0.5,108491,262353,19.3456,1.49891,92.5559,0.25,108491,220684,16.273,4.50966,87.7722,0.125,108464,179555,13.2402,16.4971,82.1396,0.0625,107411,139220,10.2659,64.4093,76.2242,0.03125,99345,100463,7.408,256.895,70.2161,0.015625,83104,66875,4.9313,1030.03,64.1851,0.0078125,62236,39925,2.944,4124.41,58.16,0.00390625,40264,20203,1.4897,16676.2,52.0927,0.001953125,21082,8273,0.61,62128.7,46.3807
../dataset/KITTI/dataset/sequences/12/velodyne/000032.bin,108544,158106,1.0,108544,304675,22.4554,0.0,inf,0.5,108544,262802,19.3693,1.49751,92.5599,0.25,108544,221170,16.3009,4.50311,87.7785,0.125,108505,179899,13.2591,16.5399,82.1283,0.0625,107497,139597,10.2887,64.6743,76.2063,0.03125,99459,100436,7.4024,256.075,70.23,0.015625,83073,66742,4.9191,1020.05,64.2274,0.0078125,62315,39980,2.9466,4095.44,58.1906,0.00390625,40201,20334,1.4987,16657.3,52.0976,0.001953125,21180,8276,0.61,62340.3,46.3659
../dataset/KITTI/dataset/sequences/12/velodyne/000033.bin,108441,159774,1.0,108441,304046,22.4303,0.0,inf,0.5,108441,262285,19.3495,1.50166,92.5479,0.25,108441,220665,16.2791,4.48647,87.7946,0.125,108405,179379,13.2333,16.4943,82.1403,0.0625,107273,139154,10.2658,64.4135,76.2239,0.03125,99287,100546,7.4176,258.645,70.1866,0.015625,82645,66599,4.9132,1021.71,64.2203,0.0078125,62348,39968,2.9486,4091.89,58.1944,0.00390625,40280,20379,1.5034,16836.3,52.0512,0.001953125,21132,8329,0.6145,62628.9,46.3459
../dataset/KITTI/dataset/sequences/12/velodyne/000034.bin,108596,157992,1.0,108596,304620,22.4406,0.0,inf,0.5,108596,262837,19.3626,1.50211,92.5466,0.25,108596,221129,16.29,4.4859,87.7951,0.125,108558,179730,13.2403,16.4873,82.1421,0.0625,107483,139418,10.2706,64.5935,76.2117,0.03125,99462,100621,7.4125,256.792,70.2178,0.015625,82864,66993,4.9352,1023.13,64.2143,0.0078125,62225,40129,2.9562,4104.87,58.1806,0.00390625,40312,20537,1.5129,16859.2,52.0453,0.001953125,21209,8438,0.6216,63164.9,46.3089
../dataset/KITTI/dataset/sequences/12/velodyne/000035.bin,108679,158847,1.0,108679,305204,22.4665,0.0,inf,0.5,108679,263438,19.392,1.49777,92.5592,0.25,108679,221551,16.3087,4.50107,87.7805,0.125,108619,180236,13.2674,16.5019,82.1383,0.0625,107604,139893,10.2977,64.5165,76.2169,0.03125,99395,100759,7.417,255.333,70.2426,0.015625,83011,67147,4.9428,1025.01,64.2063,0.0078125,62254,40441,2.9769,4114.06,58.1709,0.00390625,40410,20722,1.5254,16491.6,52.141,0.001953125,21432,8575,0.6312,63625.3,46.2773
../dataset/KITTI/dataset/sequences/12/velodyne/000036.bin,108571,157713,1.0,108571,304329,22.4243,0.0,inf,0.5,108571,262504,19.3425,1.50442,92.54,0.25,108571,220798,16.2694,4.48484,87.7962,0.125,108525,179540,13.2293,16.4556,82.1505,0.0625,107484,139371,10.2695,64.547,76.2149,0.03125,99219,100392,7.3973,256.689,70.2196,0.015625,82499,66865,4.9269,1021.86,64.2197,0.0078125,61845,40296,2.9692,4124.19,58.1602,0.00390625,40274,20731,1.5276,16775.1,52.067,0.001953125,21365,8563,0.631,62854.8,46.3303
../dataset/KITTI/dataset/sequences/12/velodyne/000037.bin,108456,158181,1.0,108456,304378,22.4517,0.0,inf,0.5,108456,262564,19.3674,1.49869,92.5565,0.25,108456,220875,16.2923,4.49681,87.7846,0.125,108421,179678,13.2535,16.5262,82.1319,0.0625,107363,139152,10.2642,64.6659,76.2069,0.03125,98935,100432,7.4081,256.217,70.2276,0.015625,82257,66980,4.9406,1025.4,64.2047,0.0078125,61658,40402,2.9802,4071.27,58.2163,0.00390625,40077,20790,1.5335,15968.3,52.2811,0.001953125,21534,8682,0.6404,64608.8,46.2107
../dataset/KITTI/dataset/sequences/12/velodyne/000038.bin,108488,158784,1.0,108488,304349,22.443,0.0,inf,0.5,108488,262366,19.3471,1.4969,92.5617,0.25,108488,220741,16.2776,4.50675,87.775,0.125,108440,179554,13.2405,16.47,82.1467,0.0625,107350,139359,10.2765,64.6008,76.2113,0.03125,98994,100483,7.4097,255.982,70.2315,0.015625,82153,66953,4.9372,1025.5,64.2043,0.0078125,61721,40419,2.9805,4164.11,58.1184,0.00390625,39999,20843,1.537,15886.0,52.3035,0.001953125,21584,8737,0.6443,65185.6,46.1721
../dataset/KITTI/dataset/sequences/12/velodyne/000039.bin,108867,158762,1.0,108867,305445,22.4454,0.0,inf,0.5,108867,263393,19.3552,1.49811,92.5582,0.25,108867,221622,16.2857,4.50424,87.7774,0.125,108829,180347,13.2526,16.4747,82.1455,0.0625,107733,139815,10.2742,64.458,76.2209,0.03125,99189,100771,7.4051,255.769,70.2352,0.015625,82416,67403,4.9531,1022.51,64.2169,0.0078125,61676,40686,2.9898,4093.6,58.1926,0.00390625,40464,21072,1.5485,16820.7,52.0552,0.001953125,21646,8772,0.6446,67251.3,46.0366
../dataset/KITTI/dataset/sequences/12/velodyne/000040.bin,109231,158376,1.0,109231,306433,22.4429,0.0,inf,0.5,109231,264367,19.362,1.50494,92.5385,0.25,109231,222278,16.2795,4.49632,87.7851,0.125,109198,180811,13.2425,16.4611,82.149,0.0625,108031,140293,10.275,64.4733,76.2198,0.03125,99435,101155,7.4085,257.038,70.2137,0.015625,82492,67708,4.9589,1028.85,64.1901,0.0078125,61896,40979,3.0013,4044.19,58.2453,0.00390625,40744,21272,1.5579,16884.7,52.0387,0.001953125,21909,8751,0.6409,63928.8,46.2567
../dataset/KITTI/dataset/sequences/12/velodyne/000041.bin,109361,159543,1.0,109361,305562,22.3525,0.0,inf,0.5,109361,263450,19.272,1.50124,92.5491,0.25,109361,221378,16.1943,4.48954,87.7916,0.125,109322,179855,13.1568,16.505,82.1375,0.0625,108161,139237,10.1855,64.6336,76.2091,0.03125,99650,100003,7.3154,255.734,70.2358,0.015625,82506,66786,4.8855,1030.97,64.1812,0.0078125,61992,40483,2.9614,4128.12,58.1561,0.00390625,40938,21500,1.5728,16377.4,52.1712,0.001953125,22170,8889,0.6503,66521.9,46.084
../dataset/KITTI/dataset/sequences/12/velodyne/000042.bin,109201,158550,1.0,109201,307395,22.5196,0.0,inf,0.5,109201,265244,19.4316,1.50267,92.545,0.25,109201,223195,16.3511,4.4974,87.784,0.125,109164,181600,13.3039,16.4955,82.14,0.0625,108038,140916,10.3234,64.3051,76.2312,0.03125,99439,101838,7.4606,257.239,70.2103,0.015625,82398,68242,4.9994,1025.51,64.2042,0.0078125,61893,41698,3.0548,4076.74,58.2105,0.00390625,41022,21799,1.597,16278.5,52.1975,0.001953125,22319,9029,0.6615,67916.1,45.9939
../dataset/KITTI/dataset/sequences/12/velodyne/000043.bin,108976,160152,1.0,108976,306966,22.5346,0.0,inf,0.5,108976,264944,19.4497,1.50822,92.529,0.25,108976,222971,16.3684,4.49251,87.7887,0.125,108926,181516,13.3252,16.4631,82.1485,0.0625,107806,141129,10.3604,64.7919,76.1984,0.03125,99327,102036,7.4905,256.807,70.2176,0.015625,82287,68344,5.0172,1020.15,64.227,0.0078125,61949,41842,3.0716,4096.39,58.1896,0.00390625,41153,21928,1.6097,16683.6,52.0907,0.001953125,22396,9034,0.6632,62884.2,46.3282
